time_s,gt_x,gt_y,gt_yaw,wheel_x,wheel_y,wheel_yaw,ekf_x,ekf_y,ekf_yaw,err_x,err_y,err_yaw,cmd_vx,cmd_wz,front_left_steer,front_right_steer,rear_left_wheel_vel,rear_right_wheel_vel
51.79,0.0005093012438363471,-0.0002023782217749109,-0.00020898390106341322,0.01000000000222771,-3.8732405082352926e-13,-3.1022652345168413e-11,0.010010142067665127,-1.8291396754201274e-07,-0.0003079223691271338,0.00950084082382878,0.00020219530780736888,-9.893846806372056e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
51.89,0.04024699081863757,-0.001441385773723533,-0.004987209132219109,0.05999999998510474,-1.8895252601225537e-12,-5.0733822426387745e-11,0.05828478879500062,-0.00012213585196295748,-0.005279279667791404,0.018037797976363047,0.0013192499217605756,-0.000292070535572295,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
51.99,0.09044676116104146,-0.001107563991857,-0.006883615599065607,0.10999999997645772,-5.9161539016698024e-12,-1.1009314219910336e-10,0.10831004040224819,-0.00041777503638978794,-0.007118125398416719,0.01786327924120673,0.0006897889554672121,-0.00023450979935111214,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.09,0.14050279762084447,-0.0012215442418194726,-0.008440763381924756,0.15999999996853864,-1.3025798950124784e-11,-1.7387246530055813e-10,0.15783510020200434,-0.0008156881546872258,-0.008592695330684741,0.017332302581159864,0.00040585608713224685,-0.00015193194875998475,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.19,0.1905041296009426,-0.0013376656783783923,-0.008936697772884557,0.2099999999588447,-2.3019103922510678e-11,-2.269465584665982e-10,0.2078070196332803,-0.0012554962575157856,-0.008992320162785282,0.017302890032337703,8.216942086260669e-05,-5.562238990072452e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.29,0.2405209020372367,-0.0014579606474802425,-0.009573783769927529,0.25999999995001505,-3.582181461797204e-11,-2.8522255621162157e-10,0.2583596357814083,-0.0017243625562082983,-0.009626029442685091,0.01783873374417161,-0.0002664019087280558,-5.2245672757562575e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.39,0.2905335831933427,-0.001501116664292897,-0.010102255944626022,0.3099999999410363,-5.1544047071188075e-11,-3.4257030505920447e-10,0.30848171155977094,-0.002220190328410766,-0.010133398624748489,0.01794812836642823,-0.000719073664117869,-3.1142680122466654e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.49,0.3404327930368747,-0.001551280111131719,-0.010479228947346162,0.3599999999323719,-7.004145246757637e-11,-4.0180734233417674e-10,0.358076561808997,-0.0027257565402927096,-0.010643512297411561,0.017643768772122315,-0.0011744764291609906,-0.00016428335006539972,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.59,0.39022603955921403,-0.0016553221617348513,-0.010762999566498042,0.40999999992398045,-9.167951771036555e-11,-4.6271480274512106e-10,0.4081991284758086,-0.003272007939669236,-0.01076788855381272,0.01797308891659455,-0.0016166857779343847,-4.888987314677698e-06,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.69,0.44025288036031984,-0.0015900017305089914,-0.010303857121562933,0.4599999999156771,-1.1631325421642283e-10,-5.241864804997189e-10,0.45821897280670415,-0.0037949907476272273,-0.010404901895381792,0.017966092446384307,-0.0022049890171182357,-0.00010104477381885947,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.79,0.4900069219338673,-0.0020108049542981368,-0.011918763161627665,0.5099999999077032,-1.4416414061966494e-10,-5.876496796906159e-10,0.50833412526853,-0.00436339154866226,-0.011965859750198593,0.018327203334662645,-0.0023525865943641233,-4.709658857092805e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.89,0.5400110432548846,-0.002286260172385423,-0.012400251078684267,0.5599999998987182,-1.7497721516768008e-10,-6.450046923522222e-10,0.5584452204558213,-0.004972401515240515,-0.01246273272517362,0.018434177200936763,-0.002686141342855092,-6.2481646489353e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
52.99,0.5900272175839618,-0.0025453415780449175,-0.013062644067984991,0.6099999998898816,-2.0868180226697158e-10,-7.032216968207863e-10,0.6085533320712752,-0.0056126211289453136,-0.013111207206597085,0.01852611448731334,-0.003067279550900396,-4.8563138612093756e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.09,0.6400265044529059,-0.0026934251601602164,-0.013375297064157599,0.6599999998812162,-2.4531395379432537e-10,-7.62453013154602e-10,0.6591859734469843,-0.006285042797140688,-0.013394174474572473,0.019159468994078388,-0.0035916176369804715,-1.887741041487444e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.19,0.689914252217276,-0.0028495221415249603,-0.013294763362965083,0.7099999998730281,-2.8496070558558804e-10,-8.245690983497518e-10,0.708862873180191,-0.006946824343463562,-0.01327621914064947,0.018948620962915053,-0.004097302201938602,1.8544222315612646e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.29,0.7398951151458403,-0.002893998865293192,-0.012757665717904952,0.7599999998643892,-3.276745560372736e-10,-8.840007104915332e-10,0.7589661332199842,-0.007597945023355909,-0.012729522023735562,0.01907101807414391,-0.004703946158062717,2.8143694169389943e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.39,0.7897661467271322,-0.003181741549825984,-0.013478249161940074,0.809999999856663,-3.7345906045095087e-10,-9.489622252191297e-10,0.8090680537436507,-0.00824097477088124,-0.013582399257898725,0.01930190701651846,-0.005059233221055257,-0.00010415009595865152,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.49,0.8396725213376189,-0.0036283565880750345,-0.014325756982977214,0.8599999998478931,-4.2241965127133697e-10,-1.007615252370513e-09,0.8595975205726349,-0.008954532146663717,-0.014382522355046223,0.019924999235016005,-0.005326175558588683,-5.676537206900957e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.59,0.8896812900223434,-0.004026215652066315,-0.014965886680593407,0.9099999998390127,-4.742502862806756e-10,-1.0656079692270579e-09,0.9093658155758649,-0.009684797119567365,-0.015018175102047948,0.019684525553521515,-0.00565858146750105,-5.22884214545407e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.69,0.939692488616517,-0.004352030741874954,-0.015527108492966495,0.9599999998301969,-5.289868086358371e-10,-1.1239878869251782e-09,0.9594635968216567,-0.010451526968909296,-0.015561606605415168,0.01977110820513972,-0.006099496227034342,-3.449811244867276e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.79,0.9896548138853722,-0.004635466419470703,-0.01574610392950457,1.0099999998219913,-5.867017294133298e-10,-1.1860412015557976e-09,1.0094616519255568,-0.011234134937809037,-0.015707302161045877,0.01980683804018457,-0.0065986685183383334,3.8801768458694014e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.89,1.0395869366046173,-0.004827516580729406,-0.015315954101203707,1.0599999998133907,-6.474998903530245e-10,-1.2457216510625832e-09,1.0596566604678672,-0.012013663247010739,-0.01528072334421715,0.0200697238632499,-0.007186146666281333,3.5230756986555714e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
53.99,1.089612198929507,-0.004982711685123315,-0.0148206973172449,1.1099999998049415,-7.112737632297397e-10,-1.3063182134226798e-09,1.1101800096389016,-0.012773169005301534,-0.014842587534694474,0.02056781070939473,-0.00779045732017822,-2.1890217449574076e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.09,1.1393696733902214,-0.005604274309955804,-0.016385857429893378,1.1599999997971435,-7.78259721419357e-10,-1.370844268655346e-09,1.15984975933152,-0.01355383906672591,-0.016409192964259134,0.020480085941298576,-0.007949564756770104,-2.333553436575583e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.19,1.1893703541935907,-0.006100660937958926,-0.016839424887362113,1.2099999997881081,-8.482279641497921e-10,-1.427900786497046e-09,1.2100446346698133,-0.014386855749473619,-0.016904804431830733,0.02067428047622255,-0.008286194811514692,-6.537954446862032e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.29,1.2393833132567218,-0.00659113098875337,-0.017513504628612328,1.2599999997792182,-9.210701056714614e-10,-1.4858298971754024e-09,1.26013975497414,-0.015249335497186342,-0.017565164351637023,0.020756441717418195,-0.008658204508432972,-5.165972302469471e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.39,1.289386406269987,-0.00696971938621089,-0.017870484175416246,1.3099999997704692,-9.968231641867659e-10,-1.5446092905915907e-09,1.3101339140545734,-0.016136949978322247,-0.017889660230542948,0.02074750778458645,-0.009167230592111358,-1.9176055126701036e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.49,1.3391066268474932,-0.007563525424260357,-0.0187359310238902,1.3599999997626473,-1.0757059075830181e-09,-1.6089919581878231e-09,1.360225300509433,-0.017059982168285904,-0.01873841313298641,0.021118673661939757,-0.009496456744025546,-2.4821090962093284e-06,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.59,1.3890786869238299,-0.007886596700492838,-0.018223929563906217,1.4099999997539814,-1.157638875671714e-09,-1.6682768349995825e-09,1.4103181001091913,-0.01798493806118382,-0.018203754345471168,0.02123941318536149,-0.010098341360690983,2.017521843504858e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.69,1.4389856357810222,-0.008389439685751642,-0.018682270352609377,1.4599999997461874,-1.2426164238592167e-09,-1.7328307850593438e-09,1.4604099875279875,-0.018896558873519095,-0.018786495133114922,0.02142435174696522,-0.010507119187767453,-0.0001042247805055456,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.79,1.4888622519374228,-0.009123697451129863,-0.019669367072081553,1.5099999997375904,-1.3307955680287898e-09,-1.792529081073501e-09,1.510501364254487,-0.019869967338618344,-0.01972856378051624,0.021639112317064058,-0.010746269887488481,-5.919670843468686e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.89,1.5388670200787051,-0.00979135276777407,-0.0202961764290469,1.5599999997285547,-1.4218351367249415e-09,-1.8495828091705439e-09,1.5605925370437117,-0.020871718560059118,-0.020352452291622306,0.021725516965006575,-0.011080365792285048,-5.627586257540493e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
54.99,1.588874882564215,-0.010396158669573987,-0.020888840737009848,1.6099999997196763,-1.5157610322367137e-09,-1.907583900500018e-09,1.6105835529239274,-0.021904028742462524,-0.020927140211529416,0.021708670359712468,-0.011507870072888537,-3.8299474519568055e-05,0.5,0.0,0.0,0.0,9.615384615384615,9.615384615384615
55.09,1.6385540146398245,-0.010853040608755095,-0.021029370010400894,1.6585442320027528,4.788086002531451e-05,0.011208019287706431,1.6592931973516538,-0.022927997638827993,-0.020250981960982184,0.020739182711829285,-0.012074957030072898,0.0007783880494187102,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.19,1.6754501463720273,-0.008525076177267785,-0.008379117948187674,1.7012278350303993,0.0017231357373235566,0.06724812562075,1.70222829192638,-0.023553377240965356,-0.006548780580369229,0.02677814555435276,-0.01502830106369757,0.0018303373678184452,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.29,1.7124656396395415,-0.003810957030611226,0.01549717470772644,1.743750599474346,0.005786502582098847,0.12328823197181019,1.7451911268469904,-0.023405282373667135,0.018780050542340554,0.032725487207448944,-0.01959432534305591,0.0032828758346141133,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.39,1.7528179840992841,0.006405467803299499,0.058713959612899,1.7859790178168724,0.012225223756448024,0.17932833832092207,1.787989092997582,-0.021808268329179373,0.06326405852031503,0.035171108898297776,-0.02821373613247887,0.004550098907416027,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.49,1.7947697860280563,0.021523739639394336,0.11362090301281624,1.8277805066885642,0.02101908378983267,0.23536844466635176,1.831366167206839,-0.0179873494217569,0.11881228514351738,0.03659638117878283,-0.039511089061151236,0.005191382130701139,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.59,1.8358867778849672,0.03898892097669753,0.16859050432092623,1.86902382313645,0.03214047284841272,0.29140855100970464,1.8737384444354663,-0.011864920714528512,0.17399692810522452,0.0378516665504991,-0.050853841691226045,0.0054064237842982865,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.69,1.8759418779401227,0.05858025110898908,0.22291420472549703,1.909579476686445,0.04555447342148747,0.3474486573512097,1.915702011410317,-0.0034395535794284793,0.22833957350741677,0.03976013347019425,-0.062019804688417564,0.005425368781919737,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.79,1.9148051981444458,0.08012832554901471,0.27641842501825176,1.9493201359002899,0.06121896995086865,0.40348876369146175,1.9570678648132676,0.007215788153203776,0.28180444159978624,0.042262666668821725,-0.07291253739581094,0.005386016581534481,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.89,1.9523650403156625,0.10345978960857631,0.3290250146337081,1.9881210281542971,0.07908478105981998,0.45952887002962695,1.9979707856602733,0.02009990843981487,0.33433217240366364,0.045605745344610815,-0.08335988116876145,0.0053071577699555506,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
55.99,1.988533578538837,0.12842317530961847,0.3805982969788098,2.025860331384646,0.09909581396653322,0.5155689763665259,2.038148745801331,0.03509763322060428,0.38581988789371824,0.04961516726249404,-0.0933255420890142,0.005221590914908425,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.09,2.0232419747904675,0.1549048021915662,0.43110519138729286,2.0624195565685044,0.12118924059700976,0.5716090827025655,2.0774326834143153,0.05209344671651768,0.4362399494578324,0.05419070862384778,-0.10281135547504851,0.005134758070539536,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.19,2.056460490115086,0.18284451128969192,0.4806714161430177,2.0976839197406916,0.14529569484458427,0.627649189037978,2.115892137001948,0.07106988068939907,0.48573453366229286,0.05943164688686231,-0.11177463060029286,0.005063117519275129,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.29,2.0881923344711875,0.21219570835453683,0.5295057061956813,2.1315427023776814,0.17133949035674573,0.6836892953730337,2.1533003984066825,0.091873639413157,0.5345056802884214,0.06510806393549506,-0.12032206894137983,0.004999974092740112,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.39,2.118455912981191,0.2428817303679749,0.5777319898198218,2.1638895990173976,0.1992388581654235,0.7397294017079565,2.1897287373751406,0.11451004270398664,0.5826756717312813,0.07127282439394955,-0.12837168766398827,0.004943681911459552,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.49,2.1472618706773763,0.2747826264285622,0.6252727063145352,2.194623051023445,0.22890620341467396,0.7957695080421407,2.225179688712568,0.1389634238202769,0.630161819745194,0.07791781803519182,-0.1358192026082853,0.004889113430658787,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.59,2.174593753530284,0.307776108498413,0.6719630606962557,2.2236465654459496,0.26024838037984255,0.8518096143764096,2.259164442577651,0.1648541092346612,0.6767737197071021,0.08457068904736698,-0.14292199926375182,0.00481065901084643,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.69,2.2004063833199754,0.34176123039578926,0.7176638191051653,2.2508690179776543,0.2931669849144165,0.9078497207086006,2.291916360724862,0.19228226883963684,0.7223941547828181,0.09150997740488664,-0.14947896155615242,0.004730335677652797,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.79,2.2246418410751585,0.3766878187588581,0.7624524213752835,2.2762049390544967,0.3275586634069146,0.9638898270401736,2.32345778973099,0.22121785878876413,0.7671118794019858,0.09881594865583132,-0.15546995997009397,0.004659458026702312,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.89,2.247249856253276,0.4125120150244677,0.8065719153090695,2.2995747822018013,0.36331543727727544,1.0199299333717113,2.3539382754310902,0.2517900067173816,0.8111847376338668,0.10668841917781435,-0.1607220083070861,0.004612822324797317,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
56.99,2.2682184729858057,0.4491581922239062,0.8502411481883689,2.3209051737841024,0.40032504199403657,1.0759700397033145,2.382493411444603,0.2830681852983477,0.8548062473378776,0.11427493845879733,-0.16609000692555848,0.004565099149508645,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.09,2.29125804235529,0.49404343015215474,0.9020603947054626,2.3401291433743308,0.4384712795480799,1.1320101460332928,2.410015367963013,0.3159620089877026,0.8980054931516045,0.1224391114467962,-0.1705415126211337,0.0045255262115542205,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.19,2.3053674749239206,0.5244055033174317,0.9360910708489635,2.3571863340190062,0.4776343832764347,1.188050252363367,2.4359985382254172,0.34987114851317713,0.9405566742390441,0.13063106330149665,-0.1745343548042546,0.004465603390080619,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.29,2.321633819513726,0.5627623907567425,0.977848268834465,2.3720231917391836,0.5176913938901823,1.2440903586940082,2.4605796264368838,0.3849134545407496,0.9822440398869469,0.13894580692315772,-0.1778489362159929,0.0043957710524819005,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.39,2.3363889648062286,0.6015363778046463,1.018678205922587,2.3845931336723605,0.5585165455262052,1.3001304650252123,2.4836949957404966,0.42093991819378,1.0230012850723398,0.14730603093426797,-0.1805964596108663,0.004323079149752829,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.49,2.3496296660922806,0.6407305716073182,1.0587074290743534,2.3948566943274185,0.5999816606107872,1.3561705713571124,2.505378223596903,0.45794368716058304,1.062969296678192,0.15574855750462246,-0.18278688444673513,0.0042618676038386205,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.59,2.3613572269101546,0.6803372354453572,1.0981338078278589,2.402781649493292,0.6419565522950766,1.4122106776898087,2.5254973998699426,0.4956305907809798,1.1023346952171025,0.164140172959788,-0.18470664466437736,0.004200887389243624,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.69,2.371602029307869,0.7202739048308073,1.1370011556931334,2.408343117412408,0.6843094331990345,1.468250784023168,2.5441636431561756,0.5341505253524191,1.141155708965072,0.17256161384830682,-0.1861233794783882,0.004154553271938477,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.79,2.3804051234160184,0.7603970915054906,1.175193647072959,2.4115236369012294,0.7269073291805297,1.5242908903573134,2.561401109760308,0.5735161808466182,1.1792933221835273,0.1809959863442896,-0.18688091065887247,0.004099675110568413,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.89,2.3877916081842785,0.800604932085647,1.2125390217706988,2.412313222172674,0.7696164968305514,1.5803309966923187,2.5770484520774883,0.6132697807272143,1.2165655664400952,0.18925684389320985,-0.1873351513584327,0.004026544669396337,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
57.99,2.3937762042774535,0.8408055519595319,1.248990932313952,2.4107093941881756,0.8123028433835491,1.6363711030282824,2.591249905241885,0.6536509602236434,1.2529474119049056,0.1974737009644314,-0.18715459173588844,0.003956479590953466,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
58.09,2.3983599311175037,0.8809788644483065,1.2846928188345375,2.406717188441065,0.8548323477247027,1.6924112093653048,2.603961002258351,0.6944364238939147,1.2885903953875673,0.20560107114084714,-0.18654244055439184,0.0038975765530298023,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
58.19,2.401568778830671,0.9211302296208603,1.3198415238945533,2.4003491391467735,0.8970714811722473,1.7484513157035615,2.6153561813178254,0.7361643114489393,1.3237006355798622,0.21378740248715422,-0.18496591817192098,0.003859111685308836,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
58.29,2.403467711796505,0.9612606372520967,1.3544763060715035,2.3916252398895077,0.9388876267137084,1.8044914220430834,2.6250807154778393,0.777387082980378,1.3582750227034044,0.2216130036813344,-0.1838735542717187,0.0037987166319009003,0.5,1.0,0.8,0.5477492119375793,6.431538461538461,12.799230769230771
